True,Predicted
0.7342345024712679,0.7073093
0.702435538617281,0.7107463
0.7121419639135355,0.69750285
0.7235752992318226,0.68488324
0.6648008098612516,0.67981267
0.710772345620199,0.67290646
0.706306199011493,0.6569172
0.7442982194962188,0.6573036
0.7094027273268623,0.66185343
0.6811766807598404,0.6558391
0.7200619305663073,0.6324872
0.710772345620199,0.6403196
0.6642053236467574,0.6553661
0.6991603644375634,0.66887134
0.6755791103435954,0.7029856
0.5876853450842613,0.73367155
0.5729172869648068,0.6653658
0.5977490621092122,0.5688938
0.5891740606204966,0.51079196
0.5970344786518192,0.49804473
0.5992377776454475,0.50054127
0.5809563508604777,0.51559997
0.5724408979932115,0.5238956
0.5562436729589709,0.5325428
0.5636872506401477,0.5482195
0.5885785744060025,0.5599519
0.6056690287619843,0.57772344
0.5770261418448163,0.605927
0.5971535758947181,0.59548694
0.6132317036860596,0.58178514
0.5924492348002145,0.5914627
0.5817304829393198,0.59156966
0.613291252307509,0.5749015
0.5987613886738522,0.58349603
0.5989400345382004,0.6081634
0.6241291014113023,0.6304614
0.6307985470136367,0.64974546
0.6294289287203,0.6843411
0.634014172571905,0.6955128
0.6207348299886858,0.69192517
0.7007681772166975,0.6660525
0.6826058476746263,0.68950963
0.689751682248556,0.71308637
0.6883225153337701,0.7061974
0.6728994223783719,0.6966269
0.6951110581790031,0.69337904
0.7026141844816293,0.6949299
0.6980884892514737,0.6982775
0.7058298100398975,0.6917393
0.747513845054487,0.6762478
0.7279223485976299,0.6983428
0.7392365866730185,0.6987983
0.7612695766093015,0.70835656
0.748526171619127,0.72172457
0.7733579467635324,0.718048
0.7602572500446615,0.7275933
0.7144048115286131,0.7281922
0.6643244208896565,0.7396443
0.655332579050795,0.69744074
0.6314535818495802,0.6243072
0.6480080986125171,0.5536474
0.6254391710831894,0.5394056
0.650449592091943,0.5284095
0.6061454177335793,0.5175561
0.6360983743226344,0.5060839
0.65175966176383,0.4859358
0.6857619246114451,0.48508477
0.7250640147680582,0.55903435
0.6412791043887335,0.66676414
0.6690883106056095,0.69869596
0.6597391770380515,0.6786271
0.6108497588280831,0.67176604
0.6598582742809503,0.60409427
0.6886798070624666,0.5643673
0.6823676531888286,0.6107368
0.6964211278508902,0.65638113
0.6940391829929137,0.69674754
0.7038647055320669,0.7346312
0.7316739117489431,0.75011504
0.7665694039182992,0.78731394
0.7416780801524446,0.8198004
0.7291728696480676,0.8196571
0.7154171380932531,0.83035433
0.6634907401893645,0.8263221
0.6792711248734592,0.74011374
0.714821651878759,0.6453977
0.626511046269279,0.65879494
0.5220627642470076,0.64287186
0.5541296968975168,0.5731895
0.5361757875305185,0.5063119
0.6855237301256477,0.4891945
0.6452688620258441,0.52940756
0.6614660870600847,0.5951412
0.6695646995772048,0.59826994
