True,Predicted
0.19186145547459055,0.19241907
0.1890413551622976,0.19325817
0.21957036055644918,0.18118767
0.266622504021955,0.18819438
0.279095296678338,0.2339739
0.2826156903567709,0.26692045
0.26667928456515555,0.284279
0.2619097189363111,0.28236628
0.25725371439386757,0.2742567
0.25488785842717876,0.26856318
0.27222485095107385,0.25809538
0.26970758020251706,0.27439523
0.2800794927604806,0.2857241
0.28727169489921445,0.29810882
0.3115169868458407,0.3024439
0.28180183590423,0.32134295
0.26433235544620026,0.29730874
0.2556638591842526,0.27718648
0.2847354973029239,0.27148488
0.28221822655436735,0.29623887
0.2749313901769659,0.31105047
0.2706349957414591,0.31345972
0.23762657329421755,0.30592138
0.23181603104003012,0.27730426
0.24570833727642638,0.24610704
0.2720923630169394,0.24058512
0.374581243493896,0.2570375
0.35389419892116947,0.34896535
0.32815368600359585,0.35226262
0.3187470426800414,0.32159394
0.2967918993091698,0.30309394
0.31359894009652667,0.2820403
0.29469101921075014,0.30788302
0.3400776000757071,0.30017465
0.3515283429544809,0.3323516
0.36415255039273187,0.33116385
0.3711744109018642,0.3332283
0.3324311535913691,0.3339082
0.3059524936121887,0.2929843
0.2262704646541116,0.27482712
0.21340020819532501,0.21867909
0.2688558720545091,0.19355349
0.3149238194378725,0.22369392
0.3193148481120467,0.2784551
0.30369073530803425,0.30284896
0.3043626384025737,0.30058897
0.32552285416863813,0.30762678
0.31897416485284347,0.32879266
0.2973407778934418,0.33725184
0.3283429544809311,0.33036822
0.345187848963755,0.34519288
0.3512255133907445,0.3738286
0.3906312103719123,0.3902015
0.34248130973786295,0.40878597
0.3286079303492002,0.39656362
0.32970568751774354,0.38272226
0.3264691965553135,0.37980062
0.31534021008800983,0.3782447
0.312974354121321,0.37102643
0.3020535629790857,0.3637743
0.3337371060849812,0.35464102
0.24056023469291188,0.3632943
0.2620989874136461,0.31942302
0.24464843380334989,0.2852401
0.26047127850856433,0.2783726
0.3201476294123211,0.28720844
0.2730008517081479,0.32050413
0.30589571306898833,0.31753933
0.21294596384972064,0.33599848
0.22638402574051275,0.29172158
0.25129175735781195,0.25751686
0.23467398504779013,0.262606
0.27141099649853295,0.25669366
0.3023185388473548,0.2633728
0.30379483297056864,0.3017003
0.31098703510930226,0.3336052
0.309378253051954,0.348007
0.27561275669537233,0.34201646
0.29760575376171094,0.31414476
0.2955238005110248,0.33175212
0.2558152739661208,0.33789304
0.22717895334532012,0.30780685
0.19680136273303672,0.2726352
0.17418377969149224,0.23461449
0.1830983249739755,0.19847605
0.18625910854547167,0.19063652
0.09959307277372953,0.1944502
0.06614933282861712,0.15470755
0.08562505914639917,0.122131765
0.04688180183590407,0.12367448
0.22080060565912718,0.12661028
0.149427462856061,0.19132566
0.18588057159080118,0.21866907
0.19356487177060644,0.22281201
