True,Predicted
0.637089704879712,0.618092
0.6381610986656279,0.6030736
0.6354339144832961,0.588207
0.6601733709944484,0.579502
0.6587123794681993,0.5589776
0.6882244082984321,0.5413903
0.6713743060290251,0.524547
0.6915359890912636,0.5305755
0.6979643518067598,0.5379697
0.7934157981883705,0.5491425
0.8930554202785626,0.57071215
0.8595500146099155,0.6454246
0.8387065355020942,0.7828864
0.9053277490990554,0.8646076
0.893250219148729,0.887161
0.8248758157202691,0.9321266
0.8259472095061848,0.9729008
0.8541930456803353,0.95437163
0.8855556637771502,0.9185845
0.8999707801694754,0.9062982
0.8950034089802279,0.9349859
0.8673419694165774,0.96736413
0.8525372552839197,0.98194915
0.8336417648777639,0.9727673
0.8349079575338465,0.9560267
0.8578942242134997,0.93866676
0.9073731372358043,0.92691976
0.8939320151943122,0.9177972
0.8789325021914873,0.93750006
0.8603292100905815,0.9462341
0.8502970682770041,0.9359612
0.8371481445407618,0.92245805
0.8945164118048119,0.91001326
0.8688029609428267,0.8943008
0.898899386383559,0.90476906
0.918866270575631,0.9050679
0.9219830524982957,0.9209815
0.9181844745300478,0.9469609
0.9399045485536186,0.96192825
0.8580890230836662,0.9673433
0.8920814259277299,0.9622715
0.8931528197136458,0.9439213
0.9463329112691148,0.93136346
0.977013733320347,0.9232826
0.9498392909321127,0.94533235
1.0,0.9797359
0.8534138501996691,0.98636365
0.8560436349469174,1.005078
0.7950715885847863,1.0068741
0.8060777247491966,0.9454621
0.7948767897146198,0.9296634
0.7782214863153796,0.90027
0.8028635433914484,0.87464505
0.7940001947988702,0.8514148
0.7797798772767119,0.8289348
0.7943897925392036,0.80211306
0.7874744326482908,0.79095435
0.7397487094574853,0.7740549
0.7357553326190709,0.7600783
0.698451348982176,0.7539829
0.6722509009447746,0.73532736
0.6310509399045487,0.7327653
0.648388039349372,0.7328079
0.6165384240771403,0.7313903
0.6546216031947014,0.7128723
0.6750754845621898,0.68156654
0.6685497224116101,0.64310277
0.6832570371091851,0.6159407
0.605434888477647,0.59603804
0.5876107918574074,0.5929159
0.6175124184279734,0.6246813
0.5751436641667478,0.61388266
0.6017337099444826,0.59924966
0.5900457777344892,0.5969076
0.5547871822343431,0.5821649
0.586149800331158,0.5897658
0.5755332619070812,0.59583247
0.5871237946819912,0.58645016
0.6230641862277202,0.5772514
0.6511152235317037,0.54779327
0.5975455342359015,0.5270318
0.5700788935424177,0.5174133
0.4930359403915461,0.5091206
0.49605532287912735,0.5235625
0.5197233856043635,0.5600788
0.5194311872991138,0.5487399
0.457874744326483,0.52977306
0.40800623356384547,0.53100574
0.4192071685984222,0.5792947
0.3992402844063505,0.61675
0.535696892958021,0.63112
0.47832862569397117,0.59638375
0.5204051816499464,0.5376224
0.539203272621019,0.5065148
