True,Predicted
0.8615155701987462,0.7916197
0.8420661069189075,0.7921302
0.8748007227122971,0.7807023
0.8685301307259006,0.7897274
0.874269316611755,0.80693704
0.9848017855244979,0.8138142
0.8034860240195556,0.8810051
0.8131576150494211,0.8616939
0.7835051546391751,0.80527604
0.7536401317887127,0.80285126
0.799341056435328,0.7792969
0.7736210011690932,0.8069594
0.7593793176745671,0.8265068
0.7845679668402594,0.80477
0.7894569029652461,0.83067733
0.6898713997236685,0.854076
0.698161334892125,0.7888057
0.7396110107344032,0.73622555
0.751514507386545,0.72857887
0.7870124349027523,0.73378855
0.7585290679136998,0.74789625
0.7536932723987668,0.7432652
0.7347220746094165,0.7088287
0.7284514826230204,0.6757726
0.714953767669253,0.6590697
0.7396110107344032,0.6363779
0.7424806036773299,0.637851
0.7128281432670849,0.65617007
0.7937081517695828,0.63879234
0.733552981188224,0.6884262
0.7269635455415027,0.71999484
0.7523647571474119,0.6906716
0.7894569029652461,0.7182147
0.8038048676798812,0.7689354
0.8623658199596131,0.79672974
0.8851100010628121,0.8325026
0.9335742374322455,0.8612041
0.9732171325326817,0.88575715
0.9414390477202681,0.9163389
0.8088000850249761,0.9070787
0.8655542565628656,0.84240013
0.8236794558401535,0.83102316
0.879795940057392,0.85553163
0.8684238495057923,0.8722181
0.8288872356254648,0.89410233
0.830800297587416,0.86956286
0.8313317036879582,0.8575016
0.8271867361037306,0.87647694
0.8084812413646509,0.8947656
0.7780848124136464,0.8837299
0.7720267828674676,0.85023147
0.6943352109682221,0.806261
0.7479540865129133,0.7237787
0.7454564778403658,0.7030222
0.7417366351365713,0.71868736
0.7221808906366247,0.7091935
0.7617175045169517,0.6674859
0.6952917419491973,0.70003754
0.6891274311829099,0.67695636
0.6547985970878942,0.64034235
0.6752045913487086,0.60348994
0.6544797534275695,0.5850119
0.6850887448187906,0.58077794
0.6020831119141246,0.57970446
0.5784886810500587,0.5491373
0.6269529174194917,0.51236254
0.5988946753108726,0.5104067
0.6038898926559679,0.50062174
0.5305558507811665,0.48327965
0.5480922520990541,0.45090532
0.5175895419279413,0.43659607
0.5183335104687004,0.42626217
0.5727494951642047,0.4039901
0.5968753321288127,0.4327687
0.5848655542565626,0.48856908
0.5765756190881075,0.5009977
0.5934743330853438,0.51425034
0.5889042406206824,0.5352842
0.6051652672972687,0.5426772
0.615155701987459,0.5810936
0.579764055691359,0.602269
0.5664789031778081,0.6057592
0.5112126687214369,0.59625846
0.5077053884578593,0.5469896
0.552662344563716,0.4867066
0.5539377192050168,0.4805493
0.44276756297162256,0.4795166
0.19194388351578295,0.4078322
0.1636730789669465,0.2765655
0.17047507705388432,0.20500535
0.4350090339037096,0.20063482
0.2945052609203951,0.3494557
0.29248591773833565,0.33124146
0.35402274418110347,0.2866835
