filters,kernel_size,strides,pool_size,GRU_units,dropout1,dropout2,Avg_mape
16,3,2,1,64,0.15,0.15,2.7228155991544782
16,3,1,2,64,0.15,0.15,2.51928706219126
16,3,2,2,64,0.15,0.15,2.915057051181433
32,2,1,1,64,0.15,0.15,2.059410380211567
32,2,2,1,64,0.15,0.15,2.154913357772936
32,2,1,2,64,0.15,0.15,2.7440988206003474
32,2,2,2,64,0.15,0.15,3.0381952694599144
32,3,1,1,64,0.15,0.15,2.1994148862944023
32,3,2,1,64,0.15,0.15,2.4996623653528762
32,3,1,2,64,0.15,0.15,2.248263961516591
32,3,2,2,64,0.15,0.15,2.7813204426523535
64,2,1,1,64,0.15,0.15,1.8795268839974908
64,2,2,1,64,0.15,0.15,2.0414833534356855
64,2,1,2,64,0.15,0.15,2.5010684372472984
64,2,2,2,64,0.15,0.15,2.9879324524471342
64,3,1,1,64,0.15,0.15,1.8959199019832171
64,3,2,1,64,0.15,0.15,2.4219712880720294
64,3,1,2,64,0.15,0.15,2.1321553266953175
64,3,2,2,64,0.15,0.15,2.6043598314734973
16,2,1,1,64,0.2,0.1,2.5075039336146348
16,2,2,1,64,0.2,0.1,2.8758115340830126
16,2,1,2,64,0.2,0.1,3.268697441588305
16,2,2,2,64,0.2,0.1,3.4941542967609003
16,3,1,1,64,0.2,0.1,2.4362177481453258
16,3,2,1,64,0.2,0.1,2.689239802211531
16,3,1,2,64,0.2,0.1,2.5728459109051323
16,3,2,2,64,0.2,0.1,3.3448986696887566
32,2,1,1,64,0.2,0.1,1.992309154218986
32,2,2,1,64,0.2,0.1,2.2493183713650096
32,2,1,2,64,0.2,0.1,2.783091075965134
32,2,2,2,64,0.2,0.1,3.007355981819012
32,3,1,1,64,0.2,0.1,2.245181408164297
32,3,2,1,64,0.2,0.1,2.481547678412919
32,3,1,2,64,0.2,0.1,2.340726471959934
32,3,2,2,64,0.2,0.1,2.7542899310013027
64,2,1,1,64,0.2,0.1,1.958031420136783
64,2,2,1,64,0.2,0.1,2.150010852296631
64,2,1,2,64,0.2,0.1,2.518946679463794
64,2,2,2,64,0.2,0.1,2.9748796223277814
64,3,1,1,64,0.2,0.1,2.0430035161134956
64,3,2,1,64,0.2,0.1,2.478559083713279
64,3,1,2,64,0.2,0.1,2.308438875479366
64,3,2,2,64,0.2,0.1,2.797204664476345
16,2,1,1,64,0.2,0.15,2.5414260846051637
16,2,2,1,64,0.2,0.15,2.813293432582602
16,2,1,2,64,0.2,0.15,3.0390017443432598
16,2,2,2,64,0.2,0.15,3.388749998969495
16,3,1,1,64,0.2,0.15,2.363445422348787
16,3,2,1,64,0.2,0.15,3.004487821690225
16,3,1,2,64,0.2,0.15,2.5034061256062996
16,3,2,2,64,0.2,0.15,3.3238155731380012
32,2,1,1,64,0.2,0.15,2.1025500007626996
32,2,2,1,64,0.2,0.15,2.222160458210079
32,2,1,2,64,0.2,0.15,2.7410466911007654
32,2,2,2,64,0.2,0.15,3.1200885858930145
32,3,1,1,64,0.2,0.15,2.088462961420765
32,3,2,1,64,0.2,0.15,2.6050758889024377
32,3,1,2,64,0.2,0.15,2.2873281692250105
32,3,2,2,64,0.2,0.15,2.8435856977974683
64,2,1,1,64,0.2,0.15,1.9579353190681974
64,2,2,1,64,0.2,0.15,2.184925031660614
64,2,1,2,64,0.2,0.15,2.5592488930562123
64,2,2,2,64,0.2,0.15,2.9622776914268645
64,3,1,1,64,0.2,0.15,2.0982107223268462
64,3,2,1,64,0.2,0.15,2.418015453136874
64,3,1,2,64,0.2,0.15,2.2291078124116783
64,3,2,2,64,0.2,0.15,2.7000866309705027
16,2,1,1,128,0.05,0.1,1.9841204724353714
16,2,2,1,128,0.05,0.1,2.0828516827395256
16,2,1,2,128,0.05,0.1,2.595811436658774
16,2,2,2,128,0.05,0.1,2.952988308260027
16,3,1,1,128,0.05,0.1,1.9271724682386326
16,3,2,1,128,0.05,0.1,2.3515824131345524
16,3,1,2,128,0.05,0.1,2.2684158104328267
16,3,2,2,128,0.05,0.1,2.6603199089934715
32,2,1,1,128,0.05,0.1,1.8253582979030778
32,2,2,1,128,0.05,0.1,2.003392154545503
32,2,1,2,128,0.05,0.1,2.474541590935132
32,2,2,2,128,0.05,0.1,2.905615152801379
32,3,1,1,128,0.05,0.1,1.928885343922022
32,3,2,1,128,0.05,0.1,2.391951857160181
32,3,1,2,128,0.05,0.1,2.134460828746455
32,3,2,2,128,0.05,0.1,2.453357891512077
64,2,1,1,128,0.05,0.1,1.7976698878749628
64,2,2,1,128,0.05,0.1,1.799884209574218
64,2,1,2,128,0.05,0.1,2.40825520678174
64,2,2,2,128,0.05,0.1,2.887959562706006
64,3,1,1,128,0.05,0.1,1.7630580156271591
64,3,2,1,128,0.05,0.1,2.387068325967579
64,3,1,2,128,0.05,0.1,2.0032076411188497
64,3,2,2,128,0.05,0.1,2.475616588681087
16,2,1,1,128,0.05,0.15,1.8166594221351449
16,2,2,1,128,0.05,0.15,2.105023838976664
16,2,1,2,128,0.05,0.15,2.6805786138155554
16,2,2,2,128,0.05,0.15,3.0230880399209283
16,3,1,1,128,0.05,0.15,1.9033372706150038
16,3,2,1,128,0.05,0.15,2.5590536250592004
16,3,1,2,128,0.05,0.15,2.3507620766796706
16,3,2,2,128,0.05,0.15,2.614568153412957
32,2,1,1,128,0.05,0.15,1.8956054657950556
32,2,2,1,128,0.05,0.15,2.1416760527340037
32,2,1,2,128,0.05,0.15,2.417709506892873
32,2,2,2,128,0.05,0.15,2.838145673165489
32,3,1,1,128,0.05,0.15,1.9510255274791497
32,3,2,1,128,0.05,0.15,2.3998584145548687
32,3,1,2,128,0.05,0.15,2.1593279220269674
32,3,2,2,128,0.05,0.15,2.4836194850948528
64,2,1,1,128,0.05,0.15,1.8792058707787387
64,2,2,1,128,0.05,0.15,1.8118623064939239
64,2,1,2,128,0.05,0.15,2.4650967808780258
64,2,2,2,128,0.05,0.15,2.821078621115911
64,3,1,1,128,0.05,0.15,1.8616828143761401
64,3,2,1,128,0.05,0.15,2.2447698702792267
64,3,1,2,128,0.05,0.15,2.067033389329431
64,3,2,2,128,0.05,0.15,2.4858060046498984
16,2,1,1,128,0.1,0.1,2.1090238939694785
16,2,2,1,128,0.1,0.1,2.1618275554877635
16,2,1,2,128,0.1,0.1,2.737902041951792
16,2,2,2,128,0.1,0.1,3.111577964944782
16,3,1,1,128,0.1,0.1,2.2049234638058013
16,3,2,1,128,0.1,0.1,2.4853842552773036
16,3,1,2,128,0.1,0.1,2.3519644804773536
16,3,2,2,128,0.1,0.1,2.855636179228038
32,2,1,1,128,0.1,0.1,1.9230178449969006
32,2,2,1,128,0.1,0.1,2.182399489568996
32,2,1,2,128,0.1,0.1,2.5805206865583017
32,2,2,2,128,0.1,0.1,2.8914277094311625
32,3,1,1,128,0.1,0.1,1.9605859211439796
32,3,2,1,128,0.1,0.1,2.4506850229565083
32,3,1,2,128,0.1,0.1,2.247543106286448
32,3,2,2,128,0.1,0.1,2.5607617194691525
64,2,1,1,128,0.1,0.1,1.780951137313697
64,2,2,1,128,0.1,0.1,1.987767631934033
64,2,1,2,128,0.1,0.1,2.5368161540479717
64,2,2,2,128,0.1,0.1,2.875256034304313
64,3,1,1,128,0.1,0.1,1.7748920081797739
64,3,2,1,128,0.1,0.1,2.2474112972333553
64,3,1,2,128,0.1,0.1,2.0893095975398857
64,3,2,2,128,0.1,0.1,2.4639697898871105
16,2,1,1,128,0.1,0.15,2.114306429318958
16,2,2,1,128,0.1,0.15,2.141478247616046
16,2,1,2,128,0.1,0.15,2.667219512809474
16,2,2,2,128,0.1,0.15,3.1983986204996087
16,3,1,1,128,0.1,0.15,2.0704922730015434
16,3,2,1,128,0.1,0.15,2.627976868807384
16,3,1,2,128,0.1,0.15,2.4887261244190304
16,3,2,2,128,0.1,0.15,2.8528554621470263
32,2,1,1,128,0.1,0.15,1.9562374372106959
32,2,2,1,128,0.1,0.15,2.0351301647891713
32,2,1,2,128,0.1,0.15,2.5729541625968992
32,2,2,2,128,0.1,0.15,2.857321048633564
32,3,1,1,128,0.1,0.15,1.8922425731118218
32,3,2,1,128,0.1,0.15,2.389021227699281
32,3,1,2,128,0.1,0.15,2.185652337384822
32,3,2,2,128,0.1,0.15,2.5558651632570295
64,2,1,1,128,0.1,0.15,1.7894282208682517
64,2,2,1,128,0.1,0.15,1.833046105258896
64,2,1,2,128,0.1,0.15,2.582365865881443
64,2,2,2,128,0.1,0.15,2.876403231466197
64,3,1,1,128,0.1,0.15,1.8184888525687866
64,3,2,1,128,0.1,0.15,2.185506045324654
64,3,1,2,128,0.1,0.15,1.9873031714905682
64,3,2,2,128,0.1,0.15,2.4895012405085892
16,2,1,1,128,0.15,0.1,2.1741098969567543
16,2,2,1,128,0.15,0.1,2.333110980087214
16,2,1,2,128,0.15,0.1,2.914449941195166
16,2,2,2,128,0.15,0.1,3.1575524264778334
16,3,1,1,128,0.15,0.1,2.3782652887262223
16,3,2,1,128,0.15,0.1,2.648860728129588
16,3,1,2,128,0.15,0.1,2.6364291911420796
16,3,2,2,128,0.15,0.1,2.8592298506783576
32,2,1,1,128,0.15,0.1,1.9498101096285325
32,2,2,1,128,0.15,0.1,2.100104090999983
32,2,1,2,128,0.15,0.1,2.571589820265458
32,2,2,2,128,0.15,0.1,2.962594327923019
32,3,1,1,128,0.15,0.1,1.9341839980461948
32,3,2,1,128,0.15,0.1,2.4191951213220073
32,3,1,2,128,0.15,0.1,2.200600927632054
32,3,2,2,128,0.15,0.1,2.8046241180864135
64,2,1,1,128,0.15,0.1,1.9356642225970797
64,2,2,1,128,0.15,0.1,1.9783225931642174
64,2,1,2,128,0.15,0.1,2.5489389282688744
64,2,2,2,128,0.15,0.1,2.9278293366104333
64,3,1,1,128,0.15,0.1,1.8724860617490744
64,3,2,1,128,0.15,0.1,2.359368803098899
64,3,1,2,128,0.15,0.1,2.1011359472673266
64,3,2,2,128,0.15,0.1,2.5355690206403065
16,2,1,1,128,0.15,0.15,2.3183635142595147
16,2,2,1,128,0.15,0.15,2.4328085471328564
16,2,1,2,128,0.15,0.15,2.765582399807238
16,2,2,2,128,0.15,0.15,3.21375159936491
16,3,1,1,128,0.15,0.15,2.2294633167804614
16,3,2,1,128,0.15,0.15,2.759140386331609
16,3,1,2,128,0.15,0.15,2.472953422168381
16,3,2,2,128,0.15,0.15,3.0546245609018947
32,2,1,1,128,0.15,0.15,1.9945410713899054
32,2,2,1,128,0.15,0.15,2.147113478060311
32,2,1,2,128,0.15,0.15,2.558268281079645
32,2,2,2,128,0.15,0.15,2.995871055721631
32,3,1,1,128,0.15,0.15,2.1474306970524895
32,3,2,1,128,0.15,0.15,2.5890866076951315
32,3,1,2,128,0.15,0.15,2.323546429856664
32,3,2,2,128,0.15,0.15,2.6778763592749173
64,2,1,1,128,0.15,0.15,1.8548718529092163
